Title,Context,Locations,Latitude,Longitude
Hawaii's low unemployment presents unique challenges,"April 5, 2018 Honolulu Are there downsides to a low unemployment rate? In Hawaii, which has the United States' lowest jobless rate at a minuscule 2.1 percent, the answer is yes. Employers are frustrated by their inability to find workers. And unfilled jobs may be slowing the state's economic growth. A low unemployment rate is certainly better than a high one. And many employers are responding to the worker shortage by offering higher pay. Still, Hawaii's experience serves as a cautionary tale for the nation as a whole: Low unemployment can mask underlying problems. Nationwide, the jobless rate is at a 17-year low of 4.1 percent, and economists forecast it could drop another half-point by next year. That would bring the rate to a half-century low. US employers are already complaining about their struggles to find qualified employees. The number of open jobs nationwide reached the highest level on record in January. Like the rest of the country, Hawaii has an aging population, and its unemployment rate has been held down in part by retiring baby boomers. The state also has unique challenges, such as an economy long dominated by tourism. Many of Hawaii's available jobs are in the service sector and don't pay enough to cover the state's high housing costs. And economists say Hawaii's ongoing economic sluggishness could make it harder for the state to pay its public pension obligations in the future, and fund highways and other expensive infrastructure. US Rep. Colleen Hanabusa (D), cited the deceptively rosy jobless rate when she launched her campaign challenging a sitting governor from her own party in this year's election. ""We cannot wait as more and more of our young people, discouraged by the future they see for themselves here, leave Hawaii in hopes for better opportunities on the mainland,"" Ms. Hanabusa said in January. A recent poll conducted for the Honolulu Star-Advertiser gave her a 20-percentage point lead over Gov. David Ige in the August primary. Hanabusa was pointing to a trend reflected in census data: People are moving away from Hawaii even as employers here clamor for workers. Last year, the state suffered a net loss of more than 1,000 people. On Oahu, home to Honolulu and major military installations like Pearl Harbor, the population declined an average of 11 people per day. The median price of an Oahu home tops $770,000. According to the US Census Bureau, 47 percent of Hawaii's residents spend more than a third of their monthly income on rent. That's greater than any other state. About one-quarter of renters put half of their income toward housing. The personnel squeeze is forcing employers to offer incentives to attract workers. Maui Divers Jewelry, a retailer in the old whaling town of Lahaina, offers employees extra money to cover the cost of driving to its stores from Maui's bigger cities. Star of Honolulu Cruises and Events has raised the hourly wage for servers on its boat cruises to $12 from $10. ""They can be picky now, I feel like. The ball is in their court,"" Sheridan Andres, the company's human resources manager, said of job applicants. Star of Honolulu is also advertising for kitchen staff, boat maintenance workers, bus drivers, and supervisors. Hawaii Pacific Health, one of the state's largest health care providers, is pursuing a pilot program to train medical assistants at five public high schools so they'll be ready to walk into jobs when they graduate. The company has 7,000 employees, along with 44 openings for medical assistants and more than 400 openings overall. The demand for labor is driven by a tourism surge that brought a record 9.4 million visitors to the islands last year. Strong hiring and income gains in the Western US mean more Americans can make the trip. And Japan and Canada, where most of the state's overseas visitors come from, also are experiencing solid growth. That's led to an increase in low-paying hotel and restaurant jobs, which accounted for 60 percent of Hawaii's job growth in 2017, according to data compiled by Moody's Analytics. Hotels and restaurants employ about one of every five workers in the state – double the proportion in the rest of the US. Adam Kamins, a senior economist at Moody's Analytics, says the state has had little success in luring better-paying tech jobs from western states such as California or Washington, because of high housing and business costs. Tech firms are instead moving to cheaper states such as Utah, Colorado, and Idaho. An economy with an unemployment rate as low as Hawaii's should be growing about 3 percent a year, said Eugene Tian, the state's chief economist. Instead, it's growing at about 1.5 percent. ""We don't have enough housing. We don't have enough trained labor. That's limiting the growth,"" Dr. Tian said. ""They are connected."" Paul Brewbaker, an economist with consulting firm TZ Economics, said Hawaii's growth rate has lagged the nation's for the past decade. On average, Hawaii's economy has grown just 1.6 percent per year compared with the national average of 2.1 percent since 2009. On a per-capita basis, gross domestic product in Hawaii was one-third higher than the national average 40 years ago, Dr. Brewbaker said. It's now the same. The trend could have profound consequences for Hawaii in the long term. ""Where do we go from here? If we're on this road, how do we pay for the public employee retirement system? If we're on this road, will we ever be able to build another freeway, not to mention a mass transit system?"" Brewbaker said. This story was reported by The Associated Press.","['Hawaii', ""the United States'"", 'US', 'Honolulu', 'Lahaina', 'Japan', 'Canada', 'California', 'Washington', 'Utah', 'Colorado', 'Idaho']","[19.5938015, 47.8281626, 39.7837304, 21.304547, 38.7667818, 36.5748441, 61.0666922, 36.7014631, 38.8950368, 39.4225192, 38.7251776, 43.6447642]","[-155.4283701, -122.598365, -100.445882, -157.855676, -76.742746, 139.2394179, -107.991707, -118.755997, -77.0365427, -111.714358, -105.607716, -114.015407]"
"AMLO Proposes Unrealistic Protectionist, Nationalist Economic Policy","Photo credit: on Leading Mexican presidential candidate Andres Manuel Lopez Obrador (AMLO) recently proposed a series of protectionist and nationalist policies in a new campaign ad, where he touched on agricultural and trade policies, economic development, and took a shot at Donald Trump’s proposed wall along the US southern border with Mexico. AMLO, as he is commonly referred to in the press, has consistently led in polls by double-digit margins, besting centrist and center-right challengers from PAN and PRI. His new ad, with its patriotic tone and promises to remember the “heartland” so to speak, is a clear attempt to woo rural voters, many of whom live off of the land, and are concerned about the effect of Trump’s agenda on trade, migration, and agricultural policies. Much of Mexico’s agricultural production is exported to the United States via NAFTA, a free trade agreement signed into law by President Bill Clinton in 1994, which includes Mexico, the US, and Canada. In a letter sent to El Financiero , AMLO clarified his position on NAFTA: “We reiterate our willingness to renegotiate the North American Free Trade Agreement, but we believe it is convenient that the signing of the new agreements be made after the July 1 elections to do so in conditions of equity, allow for the construction of consensus in our country and protect the productive sectors of Mexico.” AMLO’s position on NAFTA has been somewhat unclear throughout his campaign’s course, hence his pitch to worried investors who fear that an anti-NAFTA Mexican president would significantly slow economic growth. AMLO also claims in his new ad that he will, “rescue the countryside from its current state of abandonment, and we are going to produce things here in Mexico, everything that we consume.” Ironically, this type of protectionist rhetoric hearkens back to much of what Trump said on the campaign trail to persuade working-class white voters to support him. Les comparto uno de los mensajes que se transmitirá durante la campaña por radio y televisión. Andrés Manuel (@lopezobrador_) April 3, 2018 Of course, this type of protectionism could ultimately be a disservice to consumers in both countries. NAFTA has largely been judged by economists to be an economic success for all three players, based on the time-tested principles of comparative advantage. Simply put, it does not make sense for Mexican farmers or artisans to produce a commodity in Mexico if it can be made far more efficiently and cheaply in the United States; and vice-versa. This type of populist rhetoric may succeed in wooing rural Mexicans, but it does not make for good economic policy. While NAFTA is generally viewed to have had a positive effect on all three participants, Mexico has not experienced the economic benefits they hoped for. GDP has grown slowly and steadily, while the expected wage growth has not materialized. Exports and foreign investment, however, have skyrocketed under the agreement. AMLO makes the typical politician pitch with regard to wages, saying, “there are going to be good jobs and fair wages in the country. The Mexican people will be to work where they were born, near their families, where they can practice their traditions and customs. Those who go abroad will go because they want to, not because they need to.” Again, it has been a tired saying across the political spectrum for decades, if not centuries, but light on details. How, exactly, is AMLO going to dramatically improve those stagnant wages? Latin American history shows the perils for governments of balancing unemployment and inflation. The story of Argentina, particularly, demonstrates the destructive potential of powerful public sector unions that place great strains on public resources, and lead to economic crises. Deep down we feel that the people of Mexico were deceived with the energy reform and that we must review it – AMLO talking about rolling back Pemex privatization On the campaign trail, AMLO has largely avoided direct sparring with Donald Trump but appears to vacillate at times regarding his commitment to the landmark free trade pact. While he has been critical of the agreement at times and favored economic isolation, at a campaign stop in Ciudad Juarez, just across the border from the United States, he called for an extended free-trade zone and pledged to slash the unpopular value-added tax, or IVA, from 16% to 8%. But like his Colombian counterpart Gustavo Petro, AMLO appears to pitch economic proposals that are not rooted in reality. While he pledges to cut taxes, to thunderous populist applause, he also promises to double pensions for seniors, pay farmers guaranteed prices for their goods, make massive new investments in education and telecommunications, and double the minimum wage in his proposed free-trade zone. Just as Petro raised eyebrows by pledging to do away with Colombia’s oil and mining industries, it is hard to see how AMLO could possibly dramatically slash taxes, while also drastically increasing spending on a whole host of federal outlays. It is classic populist fare, targeted to an audience that is wary of Trump’s pronouncements on accepting Mexican imports into the American market. In response to such criticisms of his populist policies, AMLO recently released a communique in El Financiero , in which he called on the business community to confide in him, promised austerity, fiscal responsibility, and central bank independence, pledging, “we will be respectful of the autonomy of the Bank of Mexico; we will not spend more than what enters the treasury, that is, we will operate the public administration without deficit.” It certainly sounds reassuring to Mexican investors, but it still fails to account for how he is going to pay for all of his new spendings, with already strained federal budgets. And like all populists, AMLO has much to say that is music to working-class voters’ ears, but little to say about considerable inflation, that reached 6.69% in 2017, and would only worsen if AMLO unleashes profound new government spending, as promised. Finally, AMLO seeks to capitalize on the anti-Trump sentiment in Mexico, dismissing the idea of a border barrier: “We are not going to worry about the threats of building a wall. Mexico is going to be a great power again with economic development and well-being.” Ironically, it almost hearkens back to the traditional Trump campaign speeches and slogans. However, Trump, despite all his detractors, has at least righted the American economy for now. AMLO’s brand of populism appears unlikely to do so. Like all populists, he is big on rhetoric, and light on details. David Unsworth is a Boston native. He received degrees in History and Political Science from Washington University in St. Louis, and subsequently spent five years working in real estate development in New York City. Currently he resides in Bogota, Colombia, where he is involved in the tourism industry. In his free time he enjoys singing in rock bands, travelling throughout Latin America, and studying Portuguese.","['US', 'Mexico', 'the United States', 'Canada', 'Argentina', 'Colombia', 'El Financiero', 'Boston', 'St. Louis', 'New York City', 'Bogota']","[39.7837304, 23.6585116, 47.8281626, 61.0666922, -34.9964963, 4.099917, 10.5054654, 42.3554334, 38.6280278, 40.7127281, 4.6529539]","[-100.445882, -102.0077097, -122.598365, -107.991707, -64.9672817, -72.9088133, -66.8989936, -71.060511, -90.1910154, -74.0060152, -74.0835643]"
The Latest: Oklahoma lawmakers planning rare Friday sessions,"OKLAHOMA CITY The Latest on teachers rallying for higher pay and more education funding in several Republican-led states across the U.S. (all times local): 10:50 a.m. Oklahoma lawmakers will convene rare Friday sessions as protesting school teachers continue to fill the state Capitol and demand more funding for public education. Republican leaders of the state House and Senate said Thursday they will meet Friday to consider legislation to raise more money. Lawmakers traditionally don’t meet on Fridays during legislative sessions. Oklahoma teachers are in the fourth day of a walkout over low pay and classroom spending. The movement started with teachers striking in West Virginia and winning a 5-percent pay raise. It has continued in the conservative-led states of Kentucky and Arizona. Oklahoma Gov. Mary Fallin signed legislation last week that granted 15 to 18 percent salary increases for Oklahoma teachers, but teachers say more funding is needed for classroom needs. 12 a.m. Some say teachers in Oklahoma risk losing public support the longer their walkout goes. The protests, and some school closures, will continue for a fourth straight day Thursday amid a movement in red states from West Virginia to Kentucky to Arizona to press for more money in classrooms. Oklahoma Republicans passed a tax hike for hundreds of millions of new dollars for public schools and teacher pay raises. But educators marched on the Capitol anyway, bringing with them pent-up frustration after years of budget cuts, swelling class sizes and a decade without a raise. Many teachers already are back at work, especially in rural communities where local boards didn’t vote to shut down. Still, schools in the state’s largest districts remain shuttered, including Oklahoma City, Tulsa and many suburban communities.","['U.S.', 'Oklahoma', 'West Virginia', 'Kentucky', 'Arizona', 'Oklahoma City', 'Tulsa']","[48.6840558, 34.9550817, 38.4758406, 37.5726028, 34.395342, 35.4729886, 36.1563122]","[9.0096574, -97.2684063, -80.8408415, -85.1551411, -111.763275, -97.5170536, -95.9927516]"
Why can’t Orange County leaders stop doing such ugly things?,"Protecting its own immigrants and providing housing for its own people shouldn’t be a heavy lift for a wealthy county with 3.2 million people – more than the populations of 21 states. Orange County is one of the richest jurisdictions on earth, with a bigger economy than Greece or Portugal. But the recent decisions on immigrants and the homeless weren’t surprising. Orange County has an especially bad case of a California malady: Our local governments can’t meet the challenges of our diverse and globally oriented communities. “We think of ourselves as Mayberry,” says Fred Smoller, a Chapman University political scientist who studies Orange County, “when we really are closer to Gotham City.” The decisions on immigrants and the homeless reflect Orange County’s fundamental confusion about itself. County officials often portray themselves as weak, playing the victim. On immigration, they saw themselves as targets of a state bullying them (albeit to protect their own immigrants). On homelessness, one official pretense is that Orange County can’t afford to house a few thousand homeless people. Logic is often twisted. In opposing the immigrant sanctuary laws, the county supervisors portrayed themselves as honoring federal supremacy – even if it means collaborating with Trump’s mass deportations. But as supervisors dropped the homeless plan, they posed as defenders of local sovereignty against a federal judge demanding action on the homeless. By clinging to its old image as a collection of NIMBY-ish small towns, Orange County has made itself profoundly vulnerable to sophisticated mismanagement and persistent corruption. In particular, the county has tolerated corruption in its law enforcement agencies. A long-running scandal has shown that both the district attorney’s office and the sheriff’s department “secretly operated unconstitutional scams with jail snitches to win convictions, hid exculpatory evidence from defendants and juries, and, when necessary, committed perjury in hopes of masking the cheating,” as the OC Weekly put it . Judges have condemned the misconduct, which has led so far to the dismissal of 18 cases. But the district attorney and sheriff haven’t lost their jobs. Instead county law enforcement now claims to be defending California from criminals by backing mass deportation that increasingly targets non-criminals. It’s right to be cynical about this. In seeking to curry favor with the federal authorities, are the sheriff and district attorney trying to blunt a federal investigation into their own misconduct? The county’s Mayberry complex doesn’t just hurt people caught up in the criminal justice system. It has given Orange County a government that’s out-of-step with the desires of the people who live there. In a new Chapman University survey of 706 Orange County residents, 83 percent of respondents said they wanted to find a way for undocumented immigrants to stay. The same poll found that assisting the poor and homeless was the second biggest issue in the county among residents. California Democrats have fantasies of turning historically Republican Orange County into a politically progressive blue place. That won’t happen, and it shouldn’t. The survey shows that Orange County’s residents are disgusted with both parties, and worried about the cost of living here. Ideally, Orange County could pursue a middle path true to its people, who are practical California libertarians: skeptical of regulation while championing entrepreneurialism, immigrants, and limits on law enforcement. But that would take a county with leadership that thinks in ways as big and beautiful as Orange County itself. Joe Mathews writes the Connecting California column for Zócalo Public Square. He can be contacted at","['Orange County', 'Greece', 'Portugal', 'California', 'Gotham City', 'Orange County’s', 'n’t']","[33.7500378, 38.9953683, 39.6621648, 36.7014631, 32.7579739, 42.5908656, 32.0533209]","[-117.8704931, 21.9877132, -8.1353519, -118.755997, -97.0669292, -72.3097766, 34.806236]"
Morris says he can't stand over HAP houses,"A Nenagh councillor has said that he cannot stand over some of the houses in Tipperary County Council's Housing Assistance Payment (HAP) scheme in the Nenagh district. HAP is a form of social housing support provided by all local authorities under which they can provide housing assistance to households with a long-term housing need, including many long-term rent supplement recipients. There are 28 HAP contracts in Nenagh Municipal District area, according to figures released to local councillors at Nenagh MDC. However, Cllr Seamus Morris has said that there is a need for the council to increase its inspections of properties in the scheme. Housing officer Clare Curley agreed that there was a need to increase inspections and revealed that the council was to employ extra staff to carry out inspections. Meanwhile, figures show that there are 731 approved applicants on the Nenagh MDC housing list with just a total of 27 vacant houses at various stages of work. Some 50 per cent of the applicants are either in the HAPs scheme or the Rent Allowance Scheme (RAS). The highest number of applicants are in Nenagh at 430, with 57 in Ballina, 48 in Newport, 36 in Cloughjordan. There are 26 applicants in Portroe with 24 in Toomevara. Ardcroney has 15 applications on the list. The council has agreed 12 house purchases so far in 2018, with two sales closed. Reacting to the figures, Cllr Morris said that developers needed €230,000 per house “or they can't sell a house in Nenagh”. He urged the council to keep the land around the former military barracks on the “back burner” for housing. He was concerned that some people can't go on the housing list because they are “just over the €30,000 income limit”. Ms Curley said that the military barracks site was “too complex a site” and that it was “not just about housing”. She agreed there was a need to look at other landbanks around the area, but pointed out that there was also a need for confidentiality. The housing director told Cllr Morris that applicants could look at the Building Ireland home loan, which she described as an “attractive option” with a fixed low interest rate.","['Nenagh', 'Ballina', 'Newport', 'Toomevara', 'Building Ireland']","[52.861944, 54.1143359, 41.4899827, 52.8501208, 55.1313118]","[-8.196667, -9.1532099, -71.3137707, -8.0358937, -6.6714305]"
Japan’s ban on British beef forecast to be lifted in 2018,"The announcement follows the successful visit by a Japanese delegation to production sites in the UK in 2017, more than 20 years after the ban was implemented over Britain’s bovine spongiform encephalopathy (BSE) outbreak. Of around 190,000 cattle infected with BSE worldwide, 180,000 head were raised in Britain. However, no infection has been found in the country since a 2009-born cow tested positive in 2015, prompting Japan to consider importing beef from cattle 30 months old or younger. Spinal marrow and other such parts that are considered high-risk will continue to be banned, however. Campbell Davis, second secretary economic and trade at the British Embassy Tokyo, said that since the UK applied for the ban to be lifted in 2012, the British Embassy has “ worked closely with UK government and industry groups and with Japanese agriculture and food safety officials to complete Japan's rigorous market access procedures and demonstrate the safety and quality of UK produce. The officials, from Japan’s Ministry of Agriculture, Forestry and Fisheries and the Ministry of Health, Labour and Welfare, inspected food hygiene controls in British farms, laboratories and abattoirs in July 2017. According to Davis, the Japanese team were “ impressed by the overall animal health controls and testing regime. This year (2018), the Japanese and UK governments are to agree controls on animal health requirements and an export verification programme, after which another Japanese delegation will conduct a final on-site inspection in the UK, he added.","['UK', 'Britain', 'Japan', 'Tokyo']","[54.7023545, 54.3151594, 36.5748441, 35.6821936]","[-3.2765753, -1.9181532, 139.2394179, 139.762221]"
بریکنگ نیوز Russia announces tit-for-tat expulsions of Western diplomats,"News Russia announces tit-for-tat expulsions of Western diplomats. Russia will close the US consulate in St. Petersburg and expel foreign diplomats on the same scale as the number of Russian envoys who were expelled from other countries, Russian Foreign Minister Sergey Lavrov has said. Russian Foreign Minister Sergey Lavrov said on Thursday that Russia would retaliate in kind to countries that expelled Russian diplomats over the poisoning of former Russian double agent Sergei Skripal and his daughter in the UK. The decision is the latest move in the diplomatic fallout that began after Britain accused Russia of responsibility for the nerve agent attack in early March. Read more: What Lavrov said: Germany, other countries expel Russian diplomats over Skripal poisoning The Foreign Ministry told US Ambassador Jon Huntsman that Russia would expel 60 US diplomats and close the US consulate in St. Petersburg. The consulate would have to suspend work by March 31, while the diplomats would have to leave Russia by April 5. The decision was in response to the US decision to expel the same number of Russian diplomats and close the Russian consulate in Seattle. Russia would also retaliate equivalently to two dozen other countries, including Germany, that expelled Russian diplomats. US Ambassador Jon Huntsman was informed about the decision at the Russian Foreign Ministry. More to come at dw.com. amp/sms (Reuters, AFP, dpa, AP)","['Russia', 'US', 'St. Petersburg', 'UK', 'Britain', 'Germany', 'Seattle']","[64.6863136, 39.7837304, 59.938732, 54.7023545, 54.3151594, 51.1638175, 47.6038321]","[97.7453061, -100.445882, 30.316229, -3.2765753, -1.9181532, 10.4478313, -122.330062]"
DeltaTrak Announces New Strategic Partnership With SEO CHEMICAL,"PLEASANTON, Calif.--( )--DeltaTrak , a leader in cold chain management solutions, today announced its new partnership with SEO CHEMICAL, a supplier of humidity desiccants and logistics services. This new alliance provides the growing Peruvian export market with an experienced local sales and technical support group that specialize in high quality . These solutions include post trip calibration services which are used to help settle insurance claims and regulatory compliance issues. According to Frederick Wu , president and CEO of DeltaTrak, ""This exciting partnership between DeltaTrak and SEO CHEMICAL will increase and better service our customers in Peru with local sales and technical support. With the major demand and need for cold chain integrity arising from the expanding agricultural export business in Peru, we see a very significant rate of growth within this region in South America."" Known for their expertise in storage and transport protection, SEO CHEMICAL provides absorbents, straps, air bags and thermographs to ensure humidity and transport safety. These solutions address some of the many challenges facing this industry. ""The association of SEO CHEMICAL with DeltaTrak will allow us to achieve the leadership in the market of companies that export in reefers and will allow us to position ourselves as leaders in technology,” said Miguel Torres Bohl, General Manager. “The experience and confidence of its products and certifications worldwide will provide the Peruvian market with an excellent quality product and a specialized service."" About SEO CHEMICAL SEO CHEMICAL are specialists with more than 15 years of experience in systems of protection and security in cargo lines, packaging and industrial protection during storage and transport. Contact SEO CHEMICAL by phone at +(511)242-2901 or by email at sales@seochemical.com.pe . Additional information can be found at About DeltaTrak DeltaTrak is a leading innovator of cold chain management, environmental monitoring and food safety solutions for the food, produce, life science, and chemical industries. Contact DeltaTrak by phone at 1-800-249-2250 or by email at marketing@deltatrak.com . Additional information can be found at Contacts. DeltaTrak Linda Ng, 1-925-249-2250 For more information and/or a high resolution image please contact",['Peru'],[-6.8699697],[-75.0458515]
Governor to defy Trump’s border order,"Mr Trump’s Homeland Security Secretary Kirstjen Nielsen said yesterday that the National Guard would be sent to the Mexico border “immediately” to stop illegal immigrants. However, Gov. Brown said there had been no request by the Trump Administration to Oregon to send troops. “If [President Trump] asks me to deploy Oregon Guard troops to the Mexico border, I’ll say no,” she tweeted. “As Commander of Oregon’s Guard, I’m deeply troubled by Trump’s plan to militarise our border.” Mr Trump signed a proclamation on Wednesday night to allow the deployment, but the decisions have to be made in conjunction with the governors of the four border states. The Republican governors of Texas, Arizona, and New Mexico — three states that border Mexico — backed the president’s move. However, California Governor Jerry Brown said without key details — including the number of troops, the duration of their deployment and the cost — the Democratic governor was also unwilling to commit to the effort. The administration’s request “will be promptly reviewed to determine how best we can assist our federal partners,” California National Guard spokesman Lt. Colonel Tom Keegan said in a statement. National Guard personnel would not be allowed to arrest people crossing the border — something barred by federal law — but could provide support to the Border Patrol. Under U.S. law, people who have an asylum claim must be given a hearing, and in many cases are released until their court date. Families with minor children cannot be held in detention for more than 20 days under certain circumstances. Government figures show that a large majority of those who are released do show up for their hearings.","['Mexico', 'Oregon', 'Texas', 'Arizona', 'New Mexico', 'California', 'U.S.']","[23.6585116, 43.9792797, 31.2638905, 34.395342, 34.5802074, 36.7014631, 48.6840558]","[-102.0077097, -120.737257, -98.5456116, -111.763275, -105.996047, -118.755997, 9.0096574]"
Flying with a pet? Program created to ensure safety,"After a spate of incidents last month about animals mishandled on flights, a worldwide airline group announced Thursday the creation of a program to certify standards for the safety and welfare of traveling animals. “As an industry, we have a duty of care to ensure that standards and best practices are in place around the world to protect the welfare of these animals,” said Nick Careen, senior vice president for cargo at the International Air Transport Association, a trade group of 280 airlines. The effort follows a series of incidents involving dogs on United Airlines. In one case, a 10-month-old French bulldog died after his container was put in an overhead bin of the passenger cabin after a miscommunication between the owner and a flight attendant. In two other cases, dogs in cargo were put on the wrong flights, including one sent to Japan rather than Kansas City. The airline program focuses on the quality of cargo shipments, which are what the Transportation Department tracks for dead, injured or lost animals. U.S. airlines transported 506,994 animals in cargo last year . United was the biggest transporter with 138,178 animals last year. United also had the most animals die aboard its planes during each of the last five years, including 18 of 24 animal deaths last year. United changed its cabin policy to put bright-colored labels on animal containers starting this month. And the airline suspended reservations for its program for transporting animals in cargo as it studies its operation until May 1. The international airline program is called the Center of Excellence for Independent Validators for Live Animals Logistics. The program to create benchmarks and certify best practices for transporting animals was modeled after one to ensure quality standards for temperature-sensitive health care shipments. The certification program adds to the airline group's program of regulations for live animals, including requirements for handling and labeling, the documentation required and a comprehensive classification of the needs of thousands of species. The certification program is open to each part of the industry dealing with animals, including airlines, airports and ground handlers. The certification program was developed with industry experts including veterinarians, animal-welfare experts and government officials. Two officials that helped create the program were from London’s Heathrow Animal Reception Center and Air Canada Cargo. Last year, 16,000 dogs and cats, 400 horses, 2,000 birds, 200,000 reptiles and 28 million fish passed through Heathrow’s center, according to Robert Quest, assistant director for port health and public protection. “Ensuring the safety and welfare of animals is our main priority,” Quest said. Tim Strauss, vice president of Air Canada Cargo, said transporting animals is complex and highly planned, whether for pets, a flock of sheep relocating overseas or zoo animals traveling for conservation efforts. “Ensuring that animals travel in safe, healthy and humane conditions requires coordination across the supply chain,” Strauss said.","['Japan', 'Kansas City', 'U.S.', 'London']","[36.5748441, 39.100105, 48.6840558, 51.5074456]","[139.2394179, -94.5781416, 9.0096574, -0.1277653]"
Democratic congressional forum to be held in Red Oak,"(Red Oak) -- The three democratic candidates running for Iowa's third district congressional seat will appear at a candidates forum in Red Oak this weekend. The Montgomery County Democrats will host the forum from 1-3 p.m. Saturday at the Montgomery County History Center, located at 2700 North Fourth Street in Red Oak. The three congressional candidates are Cindy Axne, Pete D'Alessandro, and Eddie Mauro. Axne is a fifth-generation Iowan, small business owner, a mother, and community activist. Speaking at an October candidates forum in Clarinda, Axne said one of the biggest issues for Iowa - and the country - is infrastructure. “We need to build a baseline for our economic growth,” Axne said. “That means a solid infrastructure. That’s why I’m going to fight for more funding to make sure that we repair and build our roads and bridges, our water and sewer systems, and absolutely make sure that every Iowan has access to solid broadband and cellular. Everyone needs be able to compete in today’s new economy.” D’Alessandro is known for running the 2016 Iowa presidential campaign for U.S. Senator Bernie Sanders. The Chicago native says he endorses a progressive plan to get the country back on the right track, which includes increasing broadband opportunities for rural communities. “Only about half the people in rural America have Internet that is considered adequate,” D’Alessandro said. “I would support legislation like House Resolution 800, which would amend the Rural Electrification Act of 1936. Not only would it set up a distinct office within the Department of Ag, it would allow authorization of federal money and development of access in underserved areas. It is a new deal approach to a new deal type problem.” Mauro owns an insurance company and has coached sports in the Des Moines metro. One of his main focuses in the campaign is protecting the tools in the farm bill and crop insurance program that position Iowa farmers for success. ""We win this seat when we talk about fields of opportunities for our current and new farmers,"" Mauro said. ""We win this seat when we talk about a crop insurance program, and a farm bill, that provides the tools and resources that all of our famers need – regardless of their size, practice, and their formation.” Also taking part in Saturday's forum is Iowa House challengers Chuck Larson (District 23) and James Uhlenkamp (District 24). The candidates will answer several rounds of questions administered by the Montgomery County Democrats, and will also entertain questions from the audience.","['Iowa', 'Red Oak', 'Montgomery County', 'Clarinda', 'U.S.', 'Chicago', 'America', 'Des Moines']","[41.9216734, 41.0095189, 30.301949, 40.7389796, 48.6840558, 41.8755616, 39.7837304, 41.5868654]","[-93.3122705, -95.228247, -95.5065944, -95.0371027, 9.0096574, -87.6244212, -100.445882, -93.6249494]"
